,Name,Rating,Reviews,Company type,Headquater & Branches,Age,Employees
2543,Hathway,3.7,703,Media & Entertainment,Mumbai +45 more,Mumbai +45 more,1k-5k Employees
2544,Shubham Housing Development Finance,4.1,703,NBFC,Gurgaon +96 more,Gurgaon +96 more,10k-50k Employees
2545,Dixon Technologies,4.0,702,Consumer Electronics & Appliances,Noida +30 more,30 years old,1k-5k Employees
2546,Dana Anand,4.2,701,Auto Components,Delhi/NCR +37 more,Delhi/NCR +37 more,1k-5k Employees
2547,VMware Software,4.3,701,Software Product,Palo Alto +11 more,25 years old,5k-10k Employees
2548,TK Elevator,4.0,700,Industrial Machinery,Essen +63 more,Essen +63 more,1k-5k Employees
2549,Shalby Hospitals,4.7,699,Healthcare,Ahmedabad +19 more,29 years old,1k-5k Employees
2550,Canara Bank,3.4,697,Banking,Bangalore/Bengaluru +131 more,117 years old,50k-1 Lakh Employees
2551,Bosch Chassis Systems,4.2,696,Auto Components,Gerlingen +19 more,Gerlingen +19 more,1k-5k Employees
2552,Spandana Sphoorty Financial,3.6,696,NBFC,Hyderabad/Secunderabad +203 more,25 years old,10k-50k Employees
2553,OM Logistics,4.1,694,Logistics,Delhi/NCR +93 more,Delhi/NCR +93 more,1k-5k Employees
2554,Unicharm,4.2,693,Beauty & Personal Care,Mita +119 more,62 years old,1k-5k Employees
2555,Altimetrik,3.9,693,IT Services & Consulting,Southfield +9 more,Southfield +9 more,1k-5k Employees
2556,The Ramco Cements,4.3,690,Building Material,Chennai +78 more,62 years old,1k-5k Employees
2557,Edelweiss Tokio Life Insurance,3.9,689,Financial Services,Mumbai +108 more,Mumbai +108 more,1k-5k Employees
2558,Urban Company,3.6,688,Internet,Gurgaon +43 more,8 years old,1k-5k Employees
2559,Ion Exchange India,3.8,688,Waste Management,Mumbai +70 more,59 years old,1k-5k Employees
2560,Arthur J. Gallagher & Co,3.9,720,Insurance,Bengaluru/Bangalore +8 more,Bengaluru/Bangalore +8 more,1k-5k Employees
2561,Worley,4.0,720,Engineering & Construction,Al Jubail +34 more,Al Jubail +34 more,1k-5k Employees
2562,Infinx,3.7,718,IT Services & Consulting,Hyderabad/Secunderabad +21 more,Hyderabad/Secunderabad +21 more,1k-5k Employees
2563,MDIndia Health Insurance TPA,3.9,716,Insurance,Pune +68 more,Pune +68 more,5k-10k Employees
2564,R Systems International,3.5,715,IT Services & Consulting,Noida +11 more,30 years old,1k-5k Employees
2565,Parexel International,4.1,715,Healthcare,Hyderabad/Secunderabad +7 more,Hyderabad/Secunderabad +7 more,1k-5k Employees
2566,Ceasefire Industries,3.3,714,Industrial Machinery,Noida +65 more,Noida +65 more,1k-5k Employees
2567,Onward Technologies Inc,3.3,714,Software Product,Pune +58 more,32 years old,1k-5k Employees
2568,Aarvee Associates,3.8,714,Engineering & Construction,Hyderabad/Secunderabad +116 more,Hyderabad/Secunderabad +116 more,1k-5k Employees
2569,V2 Retail,3.5,713,Fashion & Textile,New Delhi +80 more,22 years old,1k-5k Employees
2570,Novo Nordisk,4.0,712,Pharma,Bengaluru/Bangalore +56 more,100 years old,1k-5k Employees
2571,Barbeque Nation,4.0,711,Retail,Bengaluru/Bangalore +59 more,Bengaluru/Bangalore +59 more,5k-10k Employees
2572,PNC Infratech,3.9,711,Engineering & Construction,Agra +68 more,24 years old,5k-10k Employees
2573,Wistron,3.8,709,Electronics Manufacturing,Kolar +12 more,22 years old,201-500 Employees
2574,Shriram Life Insurance,3.9,709,Insurance,Hyderabad/Secunderabad +192 more,18 years old,1k-5k Employees
2575,Foxconn,4.0,709,Electronics Manufacturing,Chennai +30 more,Chennai +30 more,10k-50k Employees
2576,Hyundai Mobis,3.8,707,Auto Components,Chennai +36 more,6 years old,1k-5k Employees
2577,Power Grid Corporation of India,4.4,707,Power,Gurgaon/Gurugram +166 more,34 years old,5k-10k Employees
2578,Godrej Properties,3.7,707,Real Estate,Mumbai +24 more,33 years old,1k-5k Employees
2579,Morningstar,4.1,706,Financial Services,Navi Mumbai +12 more,Navi Mumbai +12 more,1k-5k Employees
2580,Podar International School,4.3,752,Education & Training,Mumbai +95 more,Mumbai +95 more,5k-10k Employees
2581,Sri Chaitanya Educational Institutions,3.8,749,Education & Training,Hyderabad/Secunderabad +67 more,Hyderabad/Secunderabad +67 more,51-200 Employees
2582,HARMAN,3.9,748,Consumer Electronics & Appliances,Stamford +23 more,14 years old,5k-10k Employees
2583,JSW Cement,4.0,748,Building Material,Mumbai +94 more,14 years old,1k-5k Employees
2584,Sansera Engineering,4.1,748,Auto Components,Bangalore/Bengaluru +17 more,37 years old,501-1k Employees
2585,Mando Automotive,3.9,745,Auto Components,Kanchipuram +17 more,17 years old,1k-5k Employees
2586,Atos Global IT Solutions And Services,4.0,745,IT Services & Consulting,Navi Mumbai +15 more,Navi Mumbai +15 more,5k-10k Employees
2587,Intex Technologies,3.6,744,Consumer Electronics & Appliances,Delhi/NCR +68 more,27 years old,1k-5k Employees
2588,Adobe,4.2,744,Software Product,San Jose +13 more,26 years old,5k-10k Employees
2589,Alstom,4.0,743,Urban Transport,Saint-Ouen +51 more,95 years old,5k-10k Employees
2590,QualityKiosk Technologies,3.8,743,IT Services & Consulting,Mumbai +13 more,Mumbai +13 more,1k-5k Employees
2591,Tietoevry,4.2,742,IT Services & Consulting,Helsinki +8 more,55 years old,1k-5k Employees
2592,Sunknowledge Services,4.1,739,Healthcare,New York +6 more,New York +6 more,51-200 Employees
2593,Coca-Cola Company,4.3,739,Marketing & Advertising,Atlanta +147 more,137 years old,201-500 Employees
2594,Dhoot Transmission,3.6,739,Power,Mumbai +18 more,Mumbai +18 more,201-500 Employees
2595,Aditya Birla Health Insurance Co,3.8,736,Insurance,Mumbai +141 more,Mumbai +141 more,1k-5k Employees
2596,Hinduja Leyland Finance,4.1,736,FinTech,Chennai +208 more,Chennai +208 more,1k-5k Employees
2597,TechnipFMC,3.9,735,Oil & Gas,Paris +37 more,Paris +37 more,1k-5k Employees
2598,Automotive Manufacturers,4.1,735,Automobile,Mumbai +106 more,Mumbai +106 more,1k-5k Employees
2599,Kendriya Vidyalaya Sangathan,4.3,735,Education & Training,Delhi/NCR +182 more,60 years old,10k-50k Employees
2600,Simplex Infrastructures,3.3,2k,Engineering & Construction,Kolkata +128 more,99 years old,1k-5k Employees
2601,Bajaj Electricals,4.1,2k,Consumer Electronics & Appliances,Mumbai +178 more,85 years old,1k-5k Employees
2602,Torrent Pharmaceuticals,3.9,2k,Pharma,Ahmedabad +90 more,52 years old,10k-50k Employees
2603,IndiGo,3.6,2k,Aviation,Gurgaon/Gurugram +81 more,17 years old,10k-50k Employees
2604,Reliance Digital,4.2,2k,Retail,Mumbai +272 more,Mumbai +272 more,5k-10k Employees
2605,ArcelorMittal Nippon Steel,4.0,2k,Iron & Steel,Surat +56 more,Surat +56 more,5k-10k Employees
2606,Marpu Foundation,4.9,2k,Non-Profit,Hyderabad/Secunderabad +39 more,Hyderabad/Secunderabad +39 more,11-50 Employees
2607,Arvind Group,4.1,2k,Fashion & Textile,Ahmedabad +120 more,92 years old,10k-50k Employees
2608,Wipro Enterprises Ltd,3.8,2k,IT Services & Consulting,Bangalore +73 more,Bangalore +73 more,501-1k Employees
2609,KocharTech,4.2,2k,IT Services & Consulting,Gurgaon/Gurugram +21 more,Gurgaon/Gurugram +21 more,1k-5k Employees
2610,Titan Company,4.4,2k,Other,Mumbai +125 more,5 years old,5k-10k Employees
2611,Dilip Buildcon,4.0,2k,Engineering & Construction,Bhopal +168 more,36 years old,10k-50k Employees
2612,Huawei Technologies,4.0,2k,IT Services & Consulting,Gurgaon/Gurugram +92 more,Gurgaon/Gurugram +92 more,51-200 Employees
2613,Jubilant Foods Works,3.8,1.9k,Retail,Noida +167 more,28 years old,10k-50k Employees
2614,KPIT Technologies,3.6,1.9k,Software Product,Pune +23 more,33 years old,5k-10k Employees
2615,UPL,4.1,1.9k,Agro Chemicals,Mumbai +136 more,54 years old,1k-5k Employees
2616,Lava International,4.1,1.9k,Telecom,Noida +205 more,14 years old,1k-5k Employees
2617,Domino's Pizza,4.0,1.9k,Hospitality,Ypsilanti +204 more,63 years old,1k-5k Employees
2618,Reliance SMSL,4.0,1.9k,BPO,Mumbai +436 more,16 years old,1k-5k Employees
2619,Apollo Tyres,4.1,1.9k,Auto Components,Gurgaon/Gurugram +142 more,51 years old,5k-10k Employees
2620,Ipca Laboratories,4.0,2.2k,Pharma,Mumbai +104 more,74 years old,10k-50k Employees
2621,NatWest Group,4.1,2.2k,Banking,Gurgaon/Gurugram +21 more,Gurgaon/Gurugram +21 more,10k-50k Employees
2622,Honda Motorcycle & Scooter,4.2,2.2k,Automobile,Gurgaon/Gurugram +191 more,Gurgaon/Gurugram +191 more,1k-5k Employees
2623,DTDC Express,3.8,2.2k,Logistics,Bangalore/Bengaluru +206 more,Bangalore/Bengaluru +206 more,1k-5k Employees
2624,Standard Chartered Bank,4.0,2.2k,Banking,London +57 more,54 years old,10k-50k Employees
2625,Bank of America,4.4,2.2k,Banking,Charlotte +25 more,25 years old,10k-50k Employees
2626,MRF Tyres,3.7,2.2k,Auto Components,Chennai +160 more,77 years old,10k-50k Employees
2627,R1 RCM,3.9,2.2k,Accounting & Auditing,Murray +19 more,Murray +19 more,5k-10k Employees
2628,Maersk,4.3,2.2k,Logistics,Copenhagen +26 more,Copenhagen +26 more,10k-50k Employees
2629,Aarti Industries,4.1,2.2k,Chemicals,Mumbai +37 more,48 years old,5k-10k Employees
2630,Reliance Nippon Life Insurance,3.9,2.2k,Insurance,Mumbai +409 more,Mumbai +409 more,10k-50k Employees
2631,Access Healthcare,4.0,2.2k,IT Services & Consulting,Dallas +19 more,Dallas +19 more,1k-5k Employees
2632,GATI-KWE,4.1,2.2k,Logistics,Hyderabad/Secunderabad +153 more,Hyderabad/Secunderabad +153 more,1k-5k Employees
2633,Biocon,3.9,2.1k,Biotechnology,Bangalore/Bengaluru +58 more,45 years old,10k-50k Employees
2634,24/7 Customer,3.6,2.1k,Software Product,San Jose +22 more,San Jose +22 more,5k-10k Employees
2635,Tata AIA Life Insurance,4.0,2.1k,Insurance,Mumbai +261 more,Mumbai +261 more,10k-50k Employees
2636,ITC Infotech India,3.6,2.1k,IT Services & Consulting,Bangalore/Bengaluru +43 more,Bangalore/Bengaluru +43 more,5k-10k Employees
2637,Utkarsh Small Finance Bank,3.8,2.1k,Banking,Varanasi +265 more,14 years old,10k-50k Employees
2638,Shoppers Stop,4.2,2.1k,Retail,Mumbai +59 more,32 years old,5k-10k Employees
2639,Conduent,3.6,2.1k,IT Services & Consulting,Florham Park +19 more,Florham Park +19 more,5k-10k Employees
2640,Pidilite Industries,4.3,2.3k,Chemicals,Hyderabad/Secunderabad +201 more,64 years old,5k-10k Employees
2641,Wipro Consumer Care & Lighting,3.8,2.3k,FMCG,Hyderabad/Secunderabad +81 more,Hyderabad/Secunderabad +81 more,1k-5k Employees
2642,Alkem Laboratories,4.0,2.3k,Pharma,Hyderabad/Secunderabad +134 more,50 years old,10k-50k Employees
2643,Hindustan Coca Cola Beverages,4.3,2.3k,Beverage,Hyderabad/Secunderabad +192 more,Hyderabad/Secunderabad +192 more,5k-10k Employees
2644,Indian Air Force,4.6,2.3k,Defence & Aerospace,Hyderabad/Secunderabad +108 more,Hyderabad/Secunderabad +108 more,1 Lakh+ Employees
2645,Bharat Electronics,4.1,2.3k,Consumer Electronics & Appliances,Hyderabad/Secunderabad +37 more,69 years old,5k-10k Employees
2646,Alembic Pharmaceuticals,4.0,2.3k,Pharma,Hyderabad/Secunderabad +129 more,116 years old,10k-50k Employees
2647,Atos,3.9,2.3k,IT Services & Consulting,Hyderabad/Secunderabad +36 more,26 years old,201-500 Employees
2648,Axis Direct,4.0,2.3k,Financial Services,Hyderabad/Secunderabad +265 more,Hyderabad/Secunderabad +265 more,1k-5k Employees
2649,Team Lease,3.9,2.3k,Recruitment,Hyderabad/Secunderabad +255 more,7 years old,1k-5k Employees
2650,Wipro Infotech,4.0,2.3k,IT Services & Consulting,Hyderabad/Secunderabad +116 more,78 years old,1 Lakh+ Employees (Global)
2651,Cgi Group,4.2,2.3k,IT Services & Consulting,Hyderabad/Secunderabad +14 more,47 years old,10k-50k Employees
2652,Hindalco Industries,4.2,2.3k,Metals & Mining,Hyderabad/Secunderabad +72 more,65 years old,10k-50k Employees
2653,Persistent Systems,3.9,2.3k,IT Services & Consulting,Hyderabad/Secunderabad +17 more,33 years old,10k-50k Employees
2654,DCB Bank,3.9,2.3k,Banking,Hyderabad/Secunderabad +283 more,93 years old,5k-10k Employees
2655,Vishal Mega Mart,3.8,2.3k,Retail,Hyderabad/Secunderabad +294 more,Hyderabad/Secunderabad +294 more,10k-50k Employees
2656,Publicis Sapient,3.6,2.2k,IT Services & Consulting,Hyderabad/Secunderabad +15 more,Hyderabad/Secunderabad +15 more,10k-50k Employees
2657,CMS IT Services,3.2,2.2k,IT Services & Consulting,Hyderabad/Secunderabad +135 more,9 years old,5k-10k Employees
2658,Glenmark Pharmaceuticals,4.0,2.2k,Pharma,Hyderabad/Secunderabad +120 more,46 years old,501-1k Employees
2659,ABB Group,4.1,2.2k,Electrical Equipment,Hyderabad/Secunderabad +88 more,35 years old,10k-50k Employees
2660,John Deere,4.3,2.6k,IT Services & Consulting,Pune +104 more,22 years old,5k-10k Employees
2661,L&T Finance,4.0,2.6k,NBFC,New Delhi +439 more,29 years old,10k-50k Employees
2662,Whitehat jr,3.6,2.6k,EdTech,New Delhi +47 more,5 years old,5k-10k Employees
2663,Intas Pharmaceuticals,4.2,2.6k,Pharma,New Delhi +105 more,23 years old,10k-50k Employees
2664,Varun Beverages,4.0,2.5k,Beverage,New Delhi +244 more,28 years old,10k-50k Employees
2665,Thermax Limited,4.2,2.5k,Industrial Machinery,New Delhi +144 more,43 years old,5k-10k Employees
2666,Hetero Drugs,3.8,2.5k,Pharma,Hyderabad/Secunderabad +34 more,Hyderabad/Secunderabad +34 more,1k-5k Employees
2667,Ford Motor,4.5,2.5k,Automobile,New Delhi +101 more,120 years old,5k-10k Employees
2668,UnitedHealth,4.2,2.5k,Healthcare,New Delhi +14 more,46 years old,10k-50k Employees
2669,Sodexo,4.1,2.5k,Facility Management Services,New Delhi +121 more,15 years old,10k-50k Employees
2670,Randstad,3.9,2.5k,1k-5k Employees,New Delhi +226 more,New Delhi +226 more,Conglomerate
2671,Deutsche Bank,4.1,2.5k,Banking,New Delhi +31 more,153 years old,10k-50k Employees
2672,Abbott Healthcare,4.2,2.5k,Pharma,New Delhi +159 more,32 years old,1k-5k Employees
2673,Macleods Pharmaceuticals,3.8,2.5k,Pharma,New Delhi +81 more,37 years old,5k-10k Employees
2674,Subros,4.0,2.5k,Auto Components,New Delhi +38 more,38 years old,1k-5k Employees
2675,VE Commercial Vehicles,4.0,2.4k,Automobile,New Delhi +115 more,New Delhi +115 more,1k-5k Employees
2676,Automatic Data Processing (ADP),4.2,2.4k,IT Services & Consulting,New Delhi +17 more,74 years old,5k-10k Employees
2677,American Express,4.3,2.4k,Financial Services,New Delhi +39 more,173 years old,10k-50k Employees
2678,CARS24,3.6,2.4k,Internet,New Delhi +138 more,8 years old,5k-10k Employees
2679,Havells,4.1,2.4k,Electrical Equipment,New Delhi +155 more,40 years old,5k-10k Employees
2680,State Bank of India,3.8,2.8k,Banking,Mangaluru +426 more,217 years old,1 Lakh+ Employees
2681,Bajaj Auto,3.9,2.8k,Automobile,Mangaluru +223 more,78 years old,5k-10k Employees
2682,Cholamandalam Investment & Finance,4.1,2.8k,NBFC,Chennai +543 more,45 years old,5k-10k Employees
2683,Equitas Small Finance Bank,4.1,2.8k,Banking,Mangaluru +322 more,16 years old,10k-50k Employees
2684,Viatris,4.2,2.8k,Pharma,Hyderabad/Secunderabad +64 more,62 years old,10k-50k Employees
2685,Swiggy,4.0,2.8k,Internet,Mangaluru +155 more,9 years old,5k-10k Employees
2686,Samvardhana Motherson Group,3.8,2.8k,Auto Components,Noida +67 more,37 years old,5k-10k Employees
2687,KEC International,4.1,2.7k,Real Estate,Gurgaon/Gurugram +240 more,78 years old,5k-10k Employees
2688,Nagarjuna Construction Company,4.1,2.7k,Engineering & Construction,Mangaluru +197 more,25 years old,1k-5k Employees
2689,Ekart Logistics,4.1,2.7k,Logistics,Mangaluru +498 more,Mangaluru +498 more,5k-10k Employees
2690,Muthoot Fincorp,4.0,2.7k,NBFC,Mangaluru +503 more,136 years old,10k-50k Employees
2691,Aditya Birla Fashion and Retail,4.2,2.7k,Retail,Mangaluru +209 more,8 years old,10k-50k Employees
2692,SBI Life Insurance Company,3.8,2.7k,Insurance,Mangaluru +480 more,Mangaluru +480 more,10k-50k Employees
2693,Godrej & Boyce Manufacturing,3.9,2.7k,FMCG,Mumbai +122 more,126 years old,10k-50k Employees
2694,L&T Technology Services,3.4,2.7k,IT Services & Consulting,Bengaluru/Bangalore +32 more,11 years old,10k-50k Employees
2695,Optum,4.1,2.7k,Healthcare,Hyderabad/Secunderabad +22 more,Hyderabad/Secunderabad +22 more,10k-50k Employees
2696,Royal Enfield,4.2,2.7k,Automobile,Mangaluru +274 more,Mangaluru +274 more,1k-5k Employees
2697,Tata Communications,4.2,2.7k,Telecom,Pune +82 more,37 years old,5k-10k Employees
2698,LG Electronics,4.0,2.6k,Consumer Electronics & Appliances,Mangaluru +223 more,65 years old,10k-50k Employees
2699,Piramal Capital Housing Finance,4.3,2.6k,NBFC,Mangaluru +290 more,Mangaluru +290 more,5k-10k Employees
2700,SBI Cards & Payment Services,3.8,3.1k,Financial Services,Bengaluru/Bangalore +297 more,Bengaluru/Bangalore +297 more,1k-5k Employees
2701,BNY Mellon,4.1,3.1k,IT Services & Consulting,Bengaluru/Bangalore +12 more,19 years old,5k-10k Employees
2702,Cummins,4.4,3k,Auto Components,Bengaluru/Bangalore +92 more,61 years old,10k-50k Employees
2703,Bosch Global Software Technologies,4.2,3k,Software Product,Bengaluru/Bangalore +23 more,Bengaluru/Bangalore +23 more,10k-50k Employees
2704,UST,3.8,3k,IT Services & Consulting,Bengaluru/Bangalore +32 more,Bengaluru/Bangalore +32 more,10k-50k Employees
2705,Wipro BPS,3.8,3k,IT Services & Consulting,Bengaluru/Bangalore +37 more,Bengaluru/Bangalore +37 more,1 Lakh+ Employees
2706,IQVIA,4.1,3k,Clinical Research,Bengaluru/Bangalore +38 more,41 years old,10k-50k Employees
2707,Coforge,3.6,3k,IT Services & Consulting,Bengaluru/Bangalore +78 more,19 years old,10k-50k Employees
2708,Amdocs,4.0,3k,Software Product,Bengaluru/Bangalore +13 more,41 years old,10k-50k Employees
2709,Fullerton India,4.1,3k,NBFC,Bengaluru/Bangalore +438 more,Bengaluru/Bangalore +438 more,10k-50k Employees
2710,Schneider Electric,4.1,3k,Industrial Automation,Bengaluru/Bangalore +98 more,24 years old,10k-50k Employees
2711,ICICI Lombard General Insurance Company,3.8,3k,Insurance,Bengaluru/Bangalore +229 more,22 years old,10k-50k Employees
2712,Nagarro,4.4,3k,IT Services & Consulting,Bengaluru/Bangalore +33 more,Bengaluru/Bangalore +33 more,10k-50k Employees
2713,Samsung,4.1,3k,5k-10k Employees,Bengaluru/Bangalore +389 more,Bengaluru/Bangalore +389 more,Public
2714,CBRE,4.2,2.9k,Real Estate,Bengaluru/Bangalore +61 more,117 years old,10k-50k Employees
2715,GlobalLogic,3.8,2.9k,IT Services & Consulting,Bengaluru/Bangalore +25 more,Bengaluru/Bangalore +25 more,10k-50k Employees
2716,Virtusa Consulting Services,3.8,2.9k,IT Services & Consulting,Bengaluru/Bangalore +25 more,Bengaluru/Bangalore +25 more,10k-50k Employees
2717,JBM Group,4.0,2.9k,Auto Components,Bengaluru/Bangalore +75 more,40 years old,10k-50k Employees
2718,Dell,4.2,2.9k,Consumer Electronics & Appliances,Bengaluru/Bangalore +82 more,39 years old,10k-50k Employees
2719,Ecom Express,4.1,2.8k,Logistics,Bengaluru/Bangalore +560 more,Bengaluru/Bangalore +560 more,10k-50k Employees
2720,Hero MotoCorp,4.1,3.6k,Automobile,Gurgaon/Gurugram +288 more,39 years old,5k-10k Employees
2721,Hewlett-Packard Enterprise,4.3,3.6k,Emerging Technologies,Houston +89 more,8 years old,10k-50k Employees
2722,JustDial,3.6,3.5k,Internet,Mumbai +151 more,27 years old,10k-50k Employees
2723,Bajaj Allianz Life Insurance,4.1,3.5k,Insurance,Pune +474 more,Pune +474 more,10k-50k Employees
2724,Omega Healthcare,3.7,3.4k,IT Services & Consulting,Florida +37 more,Florida +37 more,5k-10k Employees
